Strain : Tensile strain (Extension) gauge length,100,mm,,,,
,,,,,,
Time,Extension,Load,,,,
(s),(mm),(N),Low Start,Low End,High Start,High End
100.398,1.38662,53.10027,,,,
100.408,1.39085,53.40019,,,,
100.418,1.39507,53.6956,,,,
100.428,1.39925,53.98589,,,,
100.438,1.40339,54.2701,,,,
100.448,1.40747,54.55041,,,,
100.458,1.41155,54.8336,,,,
100.468,1.41566,55.12397,,,,
100.478,1.41983,55.42123,,,,
100.488,1.42405,55.7227,,,,
100.498,1.42829,56.02198,,,,
100.508,1.43252,56.31616,,,,
100.518,1.43674,56.60632,,,,
100.528,1.44093,56.89526,,,,
100.538,1.44509,57.1793,,,,
100.548,1.44922,57.46178,,,,
100.558,1.45337,57.74929,,,,
100.568,1.45754,58.03947,,,,
100.578,1.46173,58.33361,,,,
100.588,1.4659,58.62577,,,,
100.598,1.47006,58.91571,,,,
100.608,1.47419,59.19838,,,,
100.618,1.47829,59.47422,,,,
100.628,1.48238,59.74911,,,,
100.638,1.48649,60.02798,,,,
100.648,1.49064,60.31487,,,,
100.658,1.49482,60.61058,,,,
100.668,1.49899,60.90457,,,,
100.678,1.50315,61.19593,,,,
100.688,1.50728,61.48075,,,,
100.698,1.51139,61.76246,,,,
100.708,1.51548,62.0396,,,,
100.718,1.51959,62.32088,,,,
100.728,1.52374,62.608,,,,
100.738,1.52792,62.89678,,,,
100.748,1.53208,63.18638,,,,
100.758,1.53622,63.4755,,,,
100.768,1.54032,63.76121,,,,
100.778,1.54439,64.04161,,,,
100.788,1.54845,64.31958,,,,
100.798,1.55253,64.59542,,,,
100.808,1.55668,64.8741,,,,
100.818,1.56089,65.15793,,,,
100.828,1.56514,65.44846,,,,
100.838,1.56937,65.74048,,,,
100.848,1.57356,66.0312,,,,
100.858,1.57769,66.31405,,,,
100.868,1.58177,66.58961,,,,
100.878,1.58581,66.86459,,,,
100.888,1.58987,67.13905,,,,
100.898,1.594,67.42057,,,,
100.908,1.59822,67.71468,,,,
100.918,1.60249,68.01579,,,,
100.928,1.60675,68.31638,,,,
100.938,1.61094,68.60892,,,,
100.948,1.61506,68.8924,,,,
100.958,1.61915,69.17011,,,,
100.968,1.62325,69.45304,,,,
100.978,1.6274,69.74547,,,,
100.988,1.63164,70.04881,,,,
100.998,1.63593,70.35821,,,,
101.008,1.64024,70.6632,,,,
101.018,1.6445,70.95556,,,,
101.028,1.64867,71.23382,,,,
101.038,1.65275,71.50311,,,,
101.048,1.65677,71.7663,,,,
101.058,1.66077,72.02621,,,,
101.068,1.66482,72.29218,,,,
101.078,1.66895,72.56776,,,,
101.088,1.67314,72.85357,,,,
101.098,1.67737,73.14299,,,,
101.108,1.68159,73.42484,,,,
101.118,1.68576,73.69597,,,,
101.128,1.68987,73.96008,,,,
101.138,1.69392,74.22144,,,,
101.148,1.69796,74.48579,,,,
101.158,1.70205,74.75874,,,,
101.168,1.70621,75.04158,,,,
101.178,1.71041,75.33125,,,,
101.188,1.71462,75.61625,,,,
101.198,1.7188,75.89783,,,,
101.208,1.72294,76.17487,,,,
101.218,1.72705,76.44193,,,,
101.228,1.73115,76.70327,,,,
101.238,1.73525,76.96834,,,,
101.248,1.73939,77.23372,,,,
101.258,1.74356,77.50181,,,,
101.268,1.74777,77.77345,,,,
101.278,1.75198,78.04208,,,,
101.288,1.75615,78.30482,,,,
101.298,1.76025,78.5603,,,,
101.308,1.7643,78.81167,,,,
101.318,1.76834,79.06155,,,,
101.328,1.77242,79.31585,,,,
101.338,1.77655,79.58158,,,,
101.348,1.78073,79.85799,,,,
101.358,1.78492,80.14188,,,,
101.368,1.7891,80.42253,,,,
101.378,1.79326,80.69424,,,,
101.388,1.7974,80.95634,,,,
101.398,1.80152,81.21788,,,,
101.408,1.80568,81.48158,,,,
101.418,1.8099,81.75597,,,,
101.428,1.81418,82.04087,,,,
101.438,1.81847,82.32442,,,,
101.448,1.82271,82.60523,,,,
101.458,1.82686,82.87462,,,,
101.468,1.83095,83.13371,,,,
101.478,1.83499,83.38554,,,,
101.488,1.83903,83.63696,,,,
101.498,1.84313,83.89518,,,,
101.508,1.84731,84.16257,,,,
101.518,1.85155,84.43533,,,,
101.528,1.8558,84.70901,,,,
101.538,1.86,84.97903,,,,
101.548,1.86413,85.23983,,,,
101.558,1.8682,85.48887,,,,
101.568,1.87224,85.73271,,,,
101.578,1.87629,85.97781,,,,
101.588,1.88041,86.22849,,,,
101.598,1.88459,86.48557,,,,
101.608,1.88882,86.74558,,,,
101.618,1.89305,87.00655,,,,
101.628,1.89723,87.26383,,,,
101.638,1.90135,87.51057,,,,
101.648,1.9054,87.75066,,,,
101.658,1.90942,87.98933,,,,
101.668,1.91346,88.22686,,,,
101.678,1.91757,88.46746,,,,
101.688,1.92176,88.72172,,,,
101.698,1.926,88.97691,,,,
101.708,1.93024,89.22835,,,,
101.718,1.93444,89.47582,,,,
101.728,1.93858,89.71811,,,,
101.738,1.94266,89.95742,,,,
101.748,1.94671,90.19202,,,,
101.758,1.95077,90.42665,,,,
101.768,1.95488,90.66935,,,,
101.778,1.95906,90.91841,,,,
101.788,1.96328,91.16779,,,,
101.798,1.9675,91.40881,,,,
101.808,1.97169,91.64114,,,,
101.818,1.97585,91.86361,,,,
101.828,1.97994,92.08192,,,,
101.838,1.98401,92.29882,,,,
101.848,1.98811,92.52608,,,,
101.858,1.9923,92.7654,,,,
101.868,1.99655,93.00592,,,,
101.878,2.00083,93.24315,,,,
101.888,2.00507,93.46954,,,,
101.898,2.00926,93.6832,,,,
101.908,2.0134,93.88432,,,,
101.918,2.01751,94.08253,,,,
101.928,2.02164,94.28487,,,,
101.936,2.02497,94.45016,,,,
101.937,2.02538,94.47115,,,,
101.938,2.0258,94.49228,,,,
102.038,2.022,91.18346,,,,
102.102,1.99253,86.11141,,,,
102.178,1.95982,81.08424,,,,
102.261,1.92524,76.04938,,,,
102.349,1.88876,71.04512,,,,
102.441,1.85041,66.02744,,,,
102.538,1.80999,60.98777,,,,
102.638,1.76852,56.07383,,,,
102.738,1.7272,51.40231,,,,
102.838,1.68567,46.94803,,,,
102.938,1.64418,42.7514,,,,
103.038,1.60249,38.71704,,,,
103.138,1.56137,34.95898,,,,
103.238,1.51987,31.37705,,,,
103.338,1.4781,28.01735,,,,
103.438,1.43657,24.88084,,,,
103.538,1.39535,21.993,,,,
103.638,1.35398,19.29702,,,,
103.738,1.3124,16.8168,,,,
103.838,1.2708,14.5355,,,,
103.938,1.22901,12.45988,,,,
104.038,1.18791,10.63846,,,,
104.138,1.14649,8.9903,,,,
104.238,1.10492,7.51098,,,,
104.338,1.06338,6.20778,,,,
104.438,1.022,5.06032,,,,
104.538,0.9805,4.05561,,,,
104.638,0.93893,3.18922,,,,
104.738,0.8975,2.48948,,,,
104.838,0.85589,1.87804,,,,
104.938,0.81472,1.39347,,,,
105.038,0.77316,0.99563,,,,
105.138,0.73163,0.69326,,,,
105.238,0.68983,0.47533,,,,
105.338,0.64863,0.32261,,,,
105.438,0.60728,0.21925,,,,
105.538,0.56582,0.14277,,,,
105.638,0.52416,0.1062,,,,
105.738,0.48245,0.0811,,,,
105.838,0.44124,0.07522,,,,
105.938,0.39984,0.06127,,,,
106.02,0.36572,0.06255,,,,
106.021,0.36531,0.06273,,,,
106.022,0.3649,0.06287,,,,
106.122,0.36754,0.07311,,,,
106.222,0.41336,0.08984,,,,
106.322,0.4555,0.11407,,,,
106.422,0.49743,0.16686,,,,
106.522,0.53917,0.25875,,,,
106.622,0.58058,0.41153,,,,
106.671,0.60073,0.50131,,,,
106.672,0.60116,0.5032,,,,
106.673,0.60158,0.50515,,,,
106.674,0.602,0.50714,,,,
106.675,0.60243,0.5093,,,,
106.676,0.60285,0.51208,,,,
106.677,0.60328,0.51633,,,,
106.678,0.60371,0.52296,,,,
106.679,0.60416,0.53257,,,,
106.68,0.60463,0.54525,,,,
106.681,0.60512,0.56054,,,,
106.682,0.60566,0.57784,,,,
106.683,0.60624,0.59672,,,,
106.684,0.60689,0.61708,,,,
106.685,0.60762,0.63914,,,,
106.686,0.60844,0.66332,,,,
106.687,0.60936,0.68994,,,,
106.688,0.61041,0.71892,,,,
106.689,0.6116,0.74988,,,,
106.69,0.61295,0.78255,,,,
106.691,0.61447,0.81717,,,,
106.692,0.61618,0.85428,,,,
106.693,0.6181,0.89433,,,,
106.694,0.62024,0.93749,,,,
106.695,0.62263,0.984,,,,
106.696,0.62528,1.03419,,,,
106.697,0.62821,1.08847,,,,
106.698,0.63143,1.14735,,,,
106.699,0.63497,1.21143,,,,
106.7,0.63883,1.28128,,,,
106.701,0.64303,1.35742,,,,
106.702,0.6476,1.44034,,,,
106.703,0.65254,1.53067,,,,
106.704,0.65787,1.62945,,,,
106.705,0.66361,1.73779,,,,
106.706,0.66977,1.85688,,,,
106.707,0.67635,1.98806,,,,
106.708,0.68338,2.13267,,,,
106.709,0.69087,2.29217,,,,
106.71,0.69883,2.4681,,,,
106.711,0.70727,2.66197,,,,
106.712,0.71621,2.87548,,,,
106.713,0.72564,3.11049,,,,
106.714,0.73559,3.36897,,,,
106.715,0.74606,3.65317,,,,
106.716,0.75706,3.96531,,,,
106.717,0.7686,4.3074,,,,
106.718,0.78069,4.68159,,,,
106.719,0.79333,5.09029,,,,
106.72,0.80653,5.53621,,,,
106.721,0.82031,6.02208,,,,
106.722,0.83465,6.55057,,,,
106.723,0.84958,7.12447,,,,
106.724,0.86509,7.74674,,,,
106.725,0.8812,8.42019,,,,
106.726,0.89789,9.14734,,,,
106.727,0.91519,9.93071,,,,
106.728,0.93309,10.77308,,,,
106.729,0.95159,11.67733,,,,
106.73,0.9707,12.64616,,,,
106.731,0.99042,13.68199,,,,
106.732,1.01074,14.78705,,,,
106.733,1.03167,15.96359,,,,
106.734,1.05321,17.21383,,,,
106.735,1.07535,18.54003,,,,
106.736,1.09808,19.94415,,,,
106.737,1.12141,21.4276,,,,
106.738,1.14533,22.99139,,,,
106.739,1.16984,24.63667,,,,
106.74,1.19492,26.36473,,,,
106.741,1.22058,28.17644,,,,
106.742,1.2468,30.07231,,,,
106.743,1.27359,32.05256,,,,
106.744,1.30093,34.11699,,,,
106.745,1.32881,36.26467,,,,
106.746,1.35724,38.49374,,,,
106.747,1.3862,40.80165,,,,
106.748,1.41568,43.1853,,,,
106.749,1.44568,45.64134,,,,
106.75,1.4762,48.16622,,,,
106.751,1.50721,50.75591,,,,
106.752,1.53873,53.40623,,,,
106.753,1.57073,56.11314,,,,
106.754,1.60321,58.87278,,,,
106.755,1.63618,61.68171,,,,
106.756,1.66961,64.53645,,,,
106.757,1.7035,67.43335,,,,
106.758,1.73786,70.36916,,,,
106.759,1.77267,73.34058,,,,
106.76,1.80793,76.34383,,,,
106.761,1.84363,79.37502,,,,
106.762,1.87976,82.43025,,,,
106.763,1.91632,85.50591,,,,
106.764,1.95329,88.59838,,,,
106.765,1.99066,91.70363,,,,
106.766,2.02841,94.81771,,,,
106.767,2.06653,97.93742,,,,
106.768,2.10499,101.06002,,,,
106.769,2.14377,104.1826,,,,
106.77,2.18284,107.30196,,,,
106.771,2.2222,110.41481,,,,
106.772,2.26181,113.5182,,,,
106.773,2.30165,116.60948,,,,
106.774,2.3417,119.68602,,,,
106.775,2.38194,122.74513,,,,
106.776,2.42234,125.78431,,,,
106.777,2.4629,128.80115,,,,
106.778,2.50358,131.7932,,,,
106.779,2.54438,134.75789,,,,
106.78,2.58528,137.69258,,,,
106.781,2.62626,140.59451,,,,
106.782,2.66731,143.46042,,,,
106.783,2.70842,146.28711,,,,
106.784,2.74959,149.07132,,,,
106.785,2.79079,151.80988,,,,
106.786,2.83203,154.50038,,,,
106.787,2.8733,157.1412,,,,
106.788,2.91459,159.68228,,,,
106.789,2.9559,161.9404,,,,
106.79,2.99722,163.67618,,,,
106.791,3.03856,164.74915,,,,
106.792,3.07991,165.11748,,,,
106.793,3.12127,164.80128,,,,
106.794,3.16263,163.86127,,,,
106.795,3.20401,162.36302,,,,
106.796,3.2454,160.37199,,,,
106.797,3.2868,157.94531,,,,
106.798,3.32821,155.12877,,,,
106.799,3.36963,151.96797,,,,
106.8,3.41107,148.50511,,,,
106.801,3.45252,144.77679,,,,
106.802,3.49399,140.81924,,,,
106.803,3.53547,136.6665,,,,
106.804,3.57698,132.34882,,,,
106.805,3.6185,127.89662,,,,
106.806,3.66004,123.33907,,,,
106.807,3.7016,118.70179,,,,
106.808,3.74318,114.00955,,,,
106.809,3.78479,109.28364,,,,
106.81,3.82642,104.54449,,,,
106.811,3.86807,99.81256,,,,
106.812,3.90974,95.10463,,,,
106.813,3.95143,90.43737,,,,
106.814,3.99315,85.82643,,,,
106.815,4.03489,81.28448,,,,
106.816,4.07664,76.82312,,,,
106.817,4.11842,72.4519,,,,
106.818,4.16022,68.1794,,,,
106.819,4.20203,64.01383,,,,
106.82,4.24386,59.96162,,,,
106.821,4.2857,56.02889,,,,
106.822,4.32755,52.22029,,,,
106.823,4.36942,48.53881,,,,
106.824,4.41129,44.98779,,,,
106.825,4.45317,41.56931,,,,
106.826,4.49506,38.28448,,,,
106.827,4.53695,35.13427,,,,
106.828,4.57885,32.11882,,,,
106.829,4.62075,29.2383,,,,
106.83,4.66265,26.49269,,,,
106.831,4.70455,23.8813,,,,
106.832,4.74645,21.40316,,,,
106.833,4.78835,19.05643,,,,
106.834,4.83024,16.83847,,,,
106.835,4.87213,14.7465,,,,
106.836,4.91402,12.77739,,,,
106.837,4.9559,10.92788,,,,
106.838,4.99777,9.19438,,,,
106.839,5.03963,7.57266,,,,
106.84,5.08148,6.05894,,,,
106.841,5.12333,4.65003,,,,
106.842,5.16516,3.34245,,,,
106.843,5.20698,2.13293,,,,
106.844,5.2488,1.01784,,,,
106.845,5.2906,-0.00692,,,,
106.846,5.33239,-0.94494,,,,
106.847,5.37417,-1.79996,,,,
106.848,5.41594,-2.57569,,,,
106.849,5.45771,-3.27525,,,,
106.85,5.49946,-3.9018,,,,
106.851,5.5412,-4.4584,,,,
106.852,5.58293,-4.94833,,,,
106.853,5.62465,-5.3757,,,,
106.854,5.66637,-5.74477,,,,
106.855,5.70807,-6.05957,,,,
106.856,5.74977,-6.32398,,,,
106.857,5.79146,-6.54149,,,,
106.858,5.83314,-6.71524,,,,
106.859,5.87481,-6.84819,,,,
106.86,5.91647,-6.9432,,,,
106.861,5.95813,-7.00291,,,,
106.862,5.99978,-7.03011,,,,
106.863,6.04142,-7.02785,,,,
106.864,6.08306,-6.99924,,,,
106.865,6.12469,-6.94719,,,,
106.866,6.16631,-6.87405,,,,
106.867,6.20793,-6.78177,,,,
106.868,6.24955,-6.67178,,,,
106.869,6.29116,-6.54524,,,,
106.87,6.33277,-6.40415,,,,
106.871,6.37438,-6.25095,,,,
106.872,6.41598,-6.08796,,,,
106.873,6.45758,-5.9169,,,,
106.874,6.49918,-5.73886,,,,
106.875,6.54077,-5.55463,,,,
106.876,6.58237,-5.36482,,,,
106.877,6.62396,-5.17026,,,,
106.878,6.66555,-4.97181,,,,
106.879,6.70714,-4.77078,,,,
106.88,6.74873,-4.56895,,,,
106.881,6.79032,-4.36747,,,,
106.882,6.83191,-4.16671,,,,
106.883,6.87349,-3.9667,,,,
106.884,6.91508,-3.76752,,,,
106.885,6.95667,-3.56954,,,,
106.886,6.99825,-3.37343,,,,
106.887,7.03984,-3.17996,,,,
106.888,7.08142,-2.99001,,,,
106.889,7.12301,-2.80465,,,,
106.89,7.16459,-2.62452,,,,
106.891,7.20618,-2.44965,,,,
106.892,7.24776,-2.27984,,,,
106.893,7.28934,-2.11489,,,,
106.894,7.33092,-1.95489,,,,
106.895,7.37251,-1.80007,,,,
106.896,7.41409,-1.65074,,,,
106.897,7.45566,-1.50738,,,,
106.898,7.49724,-1.37026,,,,
106.899,7.53882,-1.23949,,,,
106.9,7.58039,-1.11535,,,,
106.901,7.62196,-0.99796,,,,
106.902,7.66354,-0.88751,,,,
106.903,7.7051,-0.78409,,,,
106.904,7.74667,-0.68738,,,,
106.905,7.78824,-0.59678,,,,
106.906,7.82981,-0.51176,,,,
106.907,7.87137,-0.43187,,,,
106.908,7.91293,-0.35692,,,,
106.909,7.95449,-0.28705,,,,
106.91,7.99605,-0.22225,,,,
106.911,8.03761,-0.16227,,,,
106.912,8.07916,-0.10656,,,,
106.913,8.12071,-0.05407,,,,
106.914,8.16226,-0.00416,,,,
106.915,8.20381,0.04299,,,,
106.916,8.24535,0.08674,,,,
106.917,8.28689,0.12652,,,,
106.918,8.32843,0.1624,,,,
106.919,8.36997,0.19486,,,,
106.92,8.4115,0.22438,,,,
106.921,8.45303,0.25167,,,,
106.922,8.49456,0.27703,,,,
106.923,8.53609,0.30036,,,,
106.924,8.57761,0.32158,,,,
106.925,8.61913,0.34057,,,,
106.926,8.66065,0.35715,,,,
106.927,8.70216,0.37123,,,,
106.928,8.74368,0.38291,,,,
106.929,8.78518,0.39226,,,,
106.93,8.82669,0.39952,,,,
106.931,8.8682,0.40492,,,,
106.932,8.9097,0.40844,,,,
106.933,8.9512,0.41009,,,,
106.934,8.9927,0.40973,,,,
106.935,9.03419,0.40734,,,,
106.936,9.07569,0.40319,,,,
106.937,9.11718,0.39735,,,,
106.938,9.15867,0.39,,,,
106.939,9.20016,0.38142,,,,
106.94,9.24165,0.37195,,,,
106.941,9.28314,0.36196,,,,
106.942,9.32463,0.35185,,,,
106.943,9.36612,0.34209,,,,
106.944,9.40761,0.33278,,,,
106.945,9.4491,0.32397,,,,
106.946,9.49059,0.3157,,,,
106.947,9.53208,0.30774,,,,
106.948,9.57357,0.29998,,,,
106.949,9.61505,0.29233,,,,
106.95,9.65654,0.28486,,,,
106.951,9.69803,0.27771,,,,
106.952,9.73951,0.27089,,,,
106.953,9.781,0.26421,,,,
106.954,9.82248,0.25742,,,,
106.955,9.86397,0.25054,,,,
106.956,9.90545,0.24379,,,,
106.957,9.94694,0.23748,,,,
106.958,9.98842,0.23162,,,,
106.959,10.02991,0.2261,,,,
106.96,10.07139,0.2211,,,,
106.961,10.11288,0.21651,,,,
106.962,10.15436,0.21215,,,,
106.963,10.19585,0.20792,,,,
106.964,10.23733,0.20343,,,,
106.965,10.27881,0.19828,,,,
106.966,10.3203,0.19215,,,,
106.967,10.36178,0.18473,,,,
106.968,10.40326,0.1759,,,,
106.969,10.44474,0.166,,,,
106.97,10.48623,0.15561,,,,
106.971,10.52771,0.14528,,,,
106.972,10.56919,0.13562,,,,
106.973,10.61067,0.12687,,,,
106.974,10.65215,0.11897,,,,
106.975,10.69363,0.1118,,,,
106.976,10.73511,0.10506,,,,
106.977,10.77659,0.09876,,,,
106.978,10.81808,0.09293,,,,
106.979,10.85956,0.08767,,,,
106.98,10.90104,0.08323,,,,
106.981,10.94252,0.07952,,,,
106.982,10.984,0.07637,,,,
106.983,11.02549,0.0738,,,,
106.984,11.06697,0.0719,,,,
106.985,11.10845,0.07073,,,,
106.986,11.14993,0.07018,,,,
106.987,11.19141,0.06989,,,,
106.988,11.23289,0.06938,,,,
106.989,11.27437,0.06851,,,,
106.99,11.31585,0.0676,,,,
106.991,11.35732,0.06713,,,,
106.992,11.3988,0.06739,,,,
106.993,11.44028,0.06798,,,,
106.994,11.48176,0.06813,,,,
106.995,11.52324,0.06712,,,,
106.996,11.56471,0.06478,,,,
106.997,11.60619,0.0618,,,,
106.998,11.64767,0.05883,,,,
106.999,11.68915,0.05616,,,,
107,11.73063,0.05369,,,,
107.001,11.77211,0.05096,,,,
107.002,11.81359,0.04762,,,,
107.003,11.85508,0.04379,,,,
107.004,11.89656,0.04017,,,,
107.005,11.93804,0.03736,,,,
107.006,11.97952,0.03548,,,,
107.007,12.021,0.03412,,,,
107.008,12.06248,0.03266,,,,
107.009,12.10397,0.03087,,,,
107.01,12.14545,0.02885,,,,
107.011,12.18693,0.02677,,,,
107.012,12.22841,0.02476,,,,
107.013,12.2699,0.02307,,,,
107.014,12.31138,0.02216,,,,
107.015,12.35287,0.0223,,,,
107.016,12.39435,0.02353,,,,
107.017,12.43584,0.02559,,,,
107.018,12.47732,0.02824,,,,
107.019,12.51881,0.03136,,,,
107.02,12.56029,0.03483,,,,
107.021,12.60178,0.03876,,,,
107.022,12.64326,0.04312,,,,
107.023,12.68475,0.04773,,,,
107.024,12.72623,0.05227,,,,
107.025,12.76772,0.05621,,,,
107.026,12.8092,0.05916,,,,
107.027,12.85069,0.06119,,,,
107.028,12.89217,0.06247,,,,
107.029,12.93365,0.0631,,,,
107.03,12.97514,0.06317,,,,
107.031,13.01662,0.06259,,,,
107.032,13.05811,0.06141,,,,
107.033,13.09959,0.05986,,,,
107.034,13.14108,0.05813,,,,
107.035,13.18257,0.05667,,,,
107.036,13.22405,0.05585,,,,
107.037,13.26554,0.05568,,,,
107.038,13.30703,0.05588,,,,
107.039,13.34851,0.05601,,,,
107.04,13.39,0.05569,,,,
107.041,13.43149,0.05495,,,,
107.042,13.47297,0.05409,,,,
107.043,13.51446,0.05345,,,,
107.044,13.55594,0.05331,,,,
107.045,13.59743,0.05394,,,,
107.046,13.63891,0.05551,,,,
107.047,13.68039,0.05787,,,,
107.048,13.72188,0.06029,,,,
107.049,13.76336,0.06201,,,,
107.05,13.80484,0.06294,,,,
107.051,13.84632,0.06355,,,,
107.052,13.8878,0.06449,,,,
107.053,13.92928,0.06634,,,,
107.054,13.97076,0.06927,,,,
107.055,14.01224,0.07284,,,,
107.056,14.05372,0.0761,,,,
107.057,14.09519,0.07799,,,,
107.058,14.13667,0.07813,,,,
107.059,14.17815,0.07697,,,,
107.06,14.21963,0.07536,,,,
107.061,14.26111,0.07399,,,,
107.062,14.30258,0.07313,,,,
107.063,14.34406,0.07243,,,,
107.064,14.38554,0.07116,,,,
107.065,14.42702,0.06879,,,,
107.066,14.4685,0.06534,,,,
107.067,14.50998,0.0613,,,,
107.068,14.55146,0.05746,,,,
107.069,14.59295,0.05455,,,,
107.07,14.63443,0.0529,,,,
107.071,14.67591,0.05219,,,,
107.072,14.71739,0.05166,,,,
107.073,14.75888,0.05079,,,,
107.074,14.80036,0.04934,,,,
107.075,14.84184,0.04735,,,,
107.076,14.88333,0.04515,,,,
107.077,14.92481,0.04319,,,,
107.078,14.96629,0.0419,,,,
107.079,15.00777,0.04153,,,,
107.08,15.04925,0.042,,,,
107.081,15.09073,0.04293,,,,
107.082,15.13221,0.04395,,,,
107.083,15.17368,0.0449,,,,
107.084,15.21516,0.04581,,,,
107.085,15.25663,0.04672,,,,
107.086,15.29811,0.04765,,,,
107.087,15.33958,0.04868,,,,
107.088,15.38106,0.04987,,,,
107.089,15.42253,0.05121,,,,
107.09,15.464,0.05273,,,,
107.091,15.50547,0.0545,,,,
107.092,15.54694,0.05625,,,,
107.093,15.58841,0.05742,,,,
107.094,15.62988,0.05738,,,,
107.095,15.67135,0.05599,,,,
107.096,15.71281,0.05367,,,,
107.097,15.75428,0.05118,,,,
107.098,15.79574,0.04936,,,,
107.099,15.83721,0.04863,,,,
107.1,15.87868,0.04872,,,,
107.101,15.92014,0.04887,,,,
107.102,15.96161,0.04842,,,,
107.103,16.00307,0.0471,,,,
107.104,16.04454,0.04518,,,,
107.105,16.08601,0.04341,,,,
107.106,16.12747,0.04253,,,,
107.107,16.16895,0.0427,,,,
107.108,16.21041,0.04369,,,,
107.109,16.25188,0.04529,,,,
107.11,16.29335,0.04725,,,,
107.111,16.33482,0.04918,,,,
107.112,16.3763,0.05062,,,,
107.113,16.41777,0.05149,,,,
107.114,16.45924,0.05247,,,,
107.115,16.50071,0.05419,,,,
107.116,16.54218,0.05656,,,,
107.117,16.58366,0.05928,,,,
107.118,16.62513,0.06185,,,,
107.119,16.66661,0.06392,,,,
107.12,16.70809,0.06546,,,,
107.121,16.74957,0.06642,,,,
107.122,16.79105,0.06687,,,,
107.123,16.83253,0.06711,,,,
107.124,16.87402,0.06721,,,,
107.125,16.9155,0.06731,,,,
107.126,16.95699,0.06752,,,,
107.127,16.99848,0.06775,,,,
107.128,17.03997,0.06803,,,,
107.129,17.08146,0.06828,,,,
107.13,17.12295,0.06809,,,,
107.131,17.16444,0.06728,,,,
107.132,17.20593,0.06589,,,,
107.133,17.24743,0.06412,,,,
107.134,17.28892,0.06241,,,,
107.135,17.33042,0.06085,,,,
107.136,17.37192,0.05927,,,,
107.137,17.41341,0.05751,,,,
107.138,17.45491,0.05543,,,,
107.139,17.49641,0.05306,,,,
107.14,17.53791,0.05068,,,,
107.141,17.57942,0.04881,,,,
107.142,17.62092,0.04796,,,,
107.143,17.66242,0.04836,,,,
107.144,17.70392,0.04981,,,,
107.145,17.74543,0.0518,,,,
107.146,17.78693,0.05399,,,,
107.147,17.82843,0.05597,,,,
107.148,17.86994,0.05758,,,,
107.149,17.91144,0.05886,,,,
107.15,17.95294,0.05976,,,,
107.151,17.99444,0.06022,,,,
107.152,18.03594,0.06008,,,,
107.153,18.07744,0.05929,,,,
107.154,18.11894,0.05797,,,,
107.155,18.16044,0.05634,,,,
107.156,18.20194,0.05478,,,,
107.157,18.24344,0.05353,,,,
107.158,18.28494,0.05268,,,,
107.159,18.32644,0.05216,,,,
107.16,18.36794,0.05189,,,,
107.161,18.40944,0.05179,,,,
107.162,18.45094,0.05168,,,,
107.163,18.49243,0.0514,,,,
107.164,18.53393,0.0509,,,,
107.165,18.57542,0.05021,,,,
107.166,18.61692,0.04937,,,,
107.167,18.65841,0.04861,,,,
107.168,18.6999,0.04835,,,,
107.169,18.74139,0.04863,,,,
107.17,18.78287,0.04927,,,,
107.171,18.82436,0.04989,,,,
107.172,18.86584,0.04986,,,,
107.173,18.90732,0.04883,,,,
107.174,18.9488,0.04707,,,,
107.175,18.99028,0.0454,,,,
107.176,19.03176,0.04469,,,,
107.177,19.07324,0.04529,,,,
107.178,19.11471,0.04705,,,,
107.179,19.15619,0.04931,,,,
107.18,19.19766,0.05139,,,,
107.181,19.23914,0.05304,,,,
107.182,19.28061,0.05443,,,,
107.183,19.32209,0.05587,,,,
107.184,19.36356,0.05742,,,,
107.185,19.40503,0.05879,,,,
107.186,19.4465,0.05972,,,,
107.187,19.48798,0.06028,,,,
107.188,19.52945,0.0606,,,,
107.189,19.57092,0.06077,,,,
107.19,19.61239,0.06103,,,,
107.191,19.65386,0.06142,,,,
107.192,19.69534,0.06164,,,,
107.193,19.73681,0.06139,,,,
107.194,19.77829,0.06064,,,,
107.195,19.81976,0.05966,,,,
107.196,19.86123,0.05867,,,,
107.197,19.90271,0.05777,,,,
107.198,19.94419,0.05709,,,,
107.199,19.98566,0.05665,,,,
107.2,20.02714,0.05633,,,,
107.201,20.06861,0.0561,,,,
107.202,20.11009,0.05592,,,,
107.203,20.15157,0.05561,,,,
107.204,20.19304,0.05518,,,,
107.205,20.23451,0.05498,,,,
107.206,20.27599,0.0553,,,,
107.207,20.31746,0.05621,,,,
107.208,20.35893,0.05748,,,,
107.209,20.40041,0.05856,,,,
107.21,20.44188,0.05902,,,,
107.211,20.48336,0.05888,,,,
107.212,20.52483,0.05848,,,,
107.213,20.5663,0.05827,,,,
107.214,20.60777,0.05867,,,,
107.215,20.64925,0.05971,,,,
107.216,20.69072,0.06109,,,,
107.217,20.73219,0.06229,,,,
107.218,20.77367,0.06269,,,,
107.219,20.81514,0.0622,,,,
107.22,20.85661,0.06135,,,,
107.221,20.89808,0.06079,,,,
107.222,20.93955,0.06087,,,,
107.223,20.98103,0.06128,,,,
107.224,21.0225,0.0614,,,,
107.225,21.06397,0.06092,,,,
107.226,21.10544,0.05966,,,,
107.227,21.14691,0.05768,,,,
107.228,21.18839,0.05532,,,,
107.229,21.22986,0.05298,,,,
107.23,21.27133,0.05112,,,,
107.231,21.31281,0.05018,,,,
107.232,21.35428,0.05006,,,,
