Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"54.39000","0.01719","0.06065"
"54.49000","0.05712","0.06256"
"54.59000","0.09393","0.07503"
"54.69000","0.13043","0.09112"
"54.79000","0.16643","0.12242"
"54.89000","0.20224","0.17930"
"54.99000","0.23813","0.25293"
"55.09000","0.27408","0.36913"
"55.19000","0.31022","0.52659"
"55.29000","0.34616","0.72841"
"55.39000","0.38201","0.99635"
"55.49000","0.41798","1.33761"
"55.59000","0.45403","1.76985"
"55.69000","0.49027","2.29303"
"55.79000","0.52606","2.93903"
"55.89000","0.56185","3.70071"
"55.99000","0.59774","4.57978"
"56.09000","0.63362","5.59887"
"56.19000","0.66995","6.76877"
"56.29000","0.70592","8.08970"
"56.39000","0.74185","9.58246"
"56.49000","0.77764","11.25020"
"56.59000","0.81344","13.11577"
"56.69000","0.84958","15.21647"
"56.79000","0.88561","17.50882"
"56.89000","0.92154","20.02973"
"56.99000","0.95741","22.79292"
"57.09000","0.99337","25.78463"
"57.19000","1.02944","28.99251"
"57.29000","1.06544","32.40290"
"57.39000","1.10128","36.00856"
"57.49000","1.13711","39.77110"
"57.59000","1.17311","43.74802"
"57.69000","1.20908","47.84676"
"57.79000","1.24536","52.15764"
"57.87300","1.27505","55.79792"
"57.87400","1.27541","55.84209"
"57.87500","1.27578","55.88610"
"57.97500","1.28752","56.76364"
"58.07500","1.28561","56.08107"
"58.17500","1.28413","55.59734"
"58.27500","1.28337","55.27154"
"58.37500","1.28307","55.03526"
"58.47500","1.28297","54.84425"
"58.57500","1.28297","54.68900"
"58.67500","1.28297","54.54703"
"58.77500","1.28287","54.42643"
"58.87500","1.28288","54.31788"
"58.97500","1.28288","54.22250"
"59.07500","1.28288","54.13087"
"59.17500","1.28293","54.04851"
"59.27500","1.28293","53.95800"
"59.37500","1.28293","53.87972"
"59.47500","1.28293","53.81720"
"59.57500","1.28293","53.74990"
"59.67500","1.28293","53.69537"
"59.77500","1.28293","53.63305"
"59.87500","1.28293","53.57127"
"59.97500","1.28294","53.51896"
"60.07500","1.28294","53.47098"
"60.17500","1.28294","53.41624"
"60.27500","1.28294","53.37324"
"60.37500","1.28294","53.33112"
"60.47500","1.28294","53.28320"
"60.57500","1.28295","53.24122"
"60.67500","1.28294","53.19366"
"60.77500","1.28295","53.15612"
"60.87500","1.28295","53.12185"
"60.97500","1.28295","53.08518"
"61.07500","1.28294","53.04066"
"61.17500","1.28295","53.00639"
"61.27500","1.28297","52.97573"
"61.37500","1.28297","52.94885"
"61.47500","1.28297","52.91142"
"61.57500","1.28297","52.88644"
"61.67500","1.28297","52.85555"
"61.77500","1.28297","52.81229"
"61.87500","1.28297","52.78863"
"61.97500","1.28297","52.75798"
"62.07500","1.28297","52.73463"
"62.17500","1.28297","52.70198"
"62.27500","1.28297","52.67715"
"62.37500","1.28297","52.65583"
"62.47500","1.28297","52.62494"
"62.57500","1.28297","52.59843"
"62.67500","1.28297","52.57919"
"62.77500","1.28297","52.55424"
"62.87500","1.28297","52.52880"
"62.97500","1.28297","52.50212"
"63.07500","1.28297","52.47807"
"63.17500","1.28297","52.46210"
"63.27500","1.28297","52.42831"
"63.37500","1.28297","52.40728"
"63.47500","1.28297","52.39296"
"63.57500","1.28297","52.37928"
"63.67500","1.28297","52.35028"
"63.77500","1.28297","52.32811"
"63.87500","1.28297","52.29793"
"63.97500","1.28297","52.28523"
"64.07500","1.28297","52.27044"
"64.17500","1.28297","52.24954"
"64.27500","1.28297","52.22688"
"64.37500","1.28297","52.21232"
"64.47500","1.28297","52.19310"
"64.57500","1.28297","52.17654"
"64.67500","1.28297","52.15226"
"64.77500","1.28297","52.14613"
"64.87500","1.28297","52.11748"
"64.97500","1.28297","52.10392"
"65.07500","1.28297","52.08435"
"65.17500","1.28297","52.06410"
"65.27500","1.28297","52.04366"
"65.37500","1.28297","52.03062"
"65.47500","1.28297","52.01499"
"65.57500","1.28297","51.99837"
"65.67500","1.28297","51.97567"
"65.77500","1.28297","51.96741"
"65.87500","1.28297","51.94076"
"65.97500","1.28297","51.93750"
"66.07500","1.28297","51.91300"
"66.17500","1.28297","51.89876"
"66.27500","1.28297","51.88525"
"66.37500","1.28297","51.87515"
"66.47500","1.28297","51.84611"
"66.57500","1.28297","51.84069"
"66.67500","1.28297","51.82101"
"66.77500","1.28297","51.80914"
"66.87500","1.28297","51.79590"
"66.97500","1.28297","51.77346"
"67.07500","1.28297","51.76489"
"67.17500","1.28297","51.76362"
"67.27500","1.28297","51.74082"
"67.37500","1.28297","51.72802"
"67.47500","1.28297","51.70972"
"67.57500","1.28297","51.69671"
"67.67500","1.28297","51.68195"
"67.77500","1.28297","51.67040"
"67.87500","1.28297","51.65662"
"67.97500","1.28297","51.64731"
"68.07500","1.28297","51.63373"
"68.17500","1.28297","51.61548"
"68.27500","1.28297","51.60089"
"68.37500","1.28297","51.59057"
"68.47500","1.28297","51.58052"
"68.57500","1.28297","51.56624"
"68.67500","1.28297","51.55084"
"68.77500","1.28297","51.53720"
"68.87500","1.28297","51.52343"
"68.97500","1.28297","51.51168"
"69.07500","1.28297","51.49783"
"69.17500","1.28297","51.49404"
"69.27500","1.28297","51.47203"
"69.37500","1.28297","51.46924"
"69.47500","1.28297","51.45723"
"69.57500","1.28297","51.44360"
"69.67500","1.28297","51.42588"
"69.77500","1.28297","51.41866"
"69.87500","1.28297","51.41126"
"69.97500","1.28297","51.39025"
"70.07500","1.28297","51.38184"
"70.17500","1.28297","51.37328"
"70.27500","1.28297","51.36274"
"70.37500","1.28297","51.34906"
"70.47500","1.28297","51.33579"
"70.57500","1.28297","51.32993"
"70.67500","1.28297","51.32085"
"70.77500","1.28297","51.30501"
"70.87500","1.28297","51.28950"
"70.97500","1.28297","51.28217"
"71.07500","1.28297","51.27583"
"71.17500","1.28297","51.26121"
"71.27500","1.28297","51.25512"
"71.37500","1.28297","51.23785"
"71.47500","1.28297","51.23337"
"71.57500","1.28297","51.22290"
"71.67500","1.28297","51.20667"
"71.77500","1.28297","51.20275"
"71.87500","1.28297","51.19390"
"71.97500","1.28297","51.18576"
"72.07500","1.28297","51.17364"
"72.17500","1.28297","51.16198"
"72.27500","1.28297","51.15032"
"72.37500","1.28297","51.13983"
"72.47500","1.28297","51.13571"
"72.57500","1.28297","51.12499"
"72.67500","1.28297","51.11162"
"72.77500","1.28297","51.09671"
"72.87500","1.28297","51.09303"
"72.97500","1.28297","51.08405"
"73.07500","1.28297","51.07295"
"73.17500","1.28297","51.06001"
"73.27500","1.28297","51.05661"
"73.37500","1.28297","51.04100"
"73.47500","1.28297","51.02975"
"73.57500","1.28297","51.02467"
"73.67500","1.28297","51.01469"
"73.77500","1.28297","51.00183"
"73.87500","1.28297","50.99448"
"73.97500","1.28297","50.99623"
"74.07500","1.28297","50.97899"
"74.17500","1.28297","50.96219"
"74.27500","1.28297","50.95772"
"74.37500","1.28297","50.95789"
"74.47500","1.28297","50.94411"
"74.57500","1.28297","50.93645"
"74.67500","1.28297","50.92485"
"74.77500","1.28297","50.92004"
"74.87500","1.28297","50.90801"
"74.97500","1.28297","50.89419"
"75.07500","1.28297","50.88451"
"75.17500","1.28297","50.87989"
"75.27500","1.28297","50.87822"
"75.37500","1.28297","50.85843"
"75.47500","1.28297","50.84742"
"75.57500","1.28297","50.84303"
"75.67500","1.28297","50.83213"
"75.77500","1.28297","50.82357"
"75.87500","1.28297","50.81532"
"75.97500","1.28297","50.80322"
"76.07500","1.28297","50.80220"
"76.17500","1.28297","50.79210"
"76.27500","1.28297","50.77961"
"76.37500","1.28297","50.77052"
"76.47500","1.28297","50.76327"
"76.57500","1.28297","50.75172"
"76.67500","1.28297","50.74540"
"76.77500","1.28297","50.74371"
"76.87500","1.28297","50.73497"
"76.97500","1.28297","50.71901"
"77.07500","1.28297","50.71914"
"77.17500","1.28297","50.71042"
"77.27500","1.28297","50.69470"
"77.37500","1.28297","50.68601"
"77.47500","1.28297","50.68142"
"77.57500","1.28297","50.67228"
"77.67500","1.28297","50.65833"
"77.77500","1.28297","50.65313"
"77.87400","1.28297","50.64666"
"77.87500","1.28297","50.64627"
"77.90100","1.28297","50.64418"
"78.00100","1.26728","48.40132"
